x,y,,,,,,,,T,,,,ax,ay,az,g1,g2,g3,z
0.875935,-0.912998,,,,,,,,11.8,,,,0.0320823,0.07757214,9.68694,0.01810949,0.02428803,0.01981392,0
0.8799301,-0.920787,,,,,,,,12,,,,0.03734955,0.05841852,9.667308,0.02130529,0.02450108,0.01235707,-0.027886
0.8792056,-0.9262437,,,,,,,,12.2,,,,0.002394202,0.04644751,9.742965,0.01896171,0.02045308,0.01150486,-0.050254
0.8816337,-0.9325421,,,,,,,,12.4,,,,0.06607997,0.1039084,9.756372,0.01363538,0.02588593,0.00990696,-0.06829
0.8846761,-0.9385706,,,,,,,,12.6,,,,0.03734955,0.04836287,9.708009,0.01768339,0.02695119,0.008096009,-0.083267
0.8882045,-0.9432555,,,,,,,,12.8,,,,0.07565677,0.1268927,9.783666,0.01587244,0.0241815,0.01555286,-0.096524
0.890188,-0.9479011,,,,,,,,13,,,,0.02585738,0.104866,9.741528,0.01352886,0.02460761,0.004687164,-0.110539
0.8881997,-0.951519,,,,,,,,13.2,,,,0.0296881,0.104866,9.717586,0.01906823,0.01597897,0.01065264,-0.125987
0.8910072,-0.9567432,,,,,,,,13.4,,,,-0.8710106,-0.5046977,9.553344,0.01896171,0.001704423,0.03376888,-0.14152
0.8952401,-0.9622064,,,,,,,,13.6,,,,-0.9069236,1.505474,10.35109,0.01672465,0.02929477,-0.000639159,-0.156342
0.9010223,-0.9696356,,,,,,,,13.8,,,,-0.3529053,-0.1005565,8.971553,0.0294013,0.03930826,0.03579288,-0.171806
0.9043302,-0.9779343,,,,,,,,14,,,,0.5358223,2.170583,9.129091,0.01917476,0.03099919,-0.01214401,-0.190003
0.9045176,-0.9852135,,,,,,,,14.2,,,,0.06607997,-1.488236,9.525571,0.05475459,0.04474111,0.07659251,-0.21385
0.9075003,-0.9939553,,,,,,,,14.4,,,,-8.710585,-1.773146,6.792829,0.0716923,-0.1117462,0.006178534,-0.23955
0.9080717,-1.00363,,,,,,,,14.6,,,,-1.145386,-3.147897,12.21618,-0.001704423,-0.01416802,-0.04090615,-0.27265
0.9152719,-1.018656,,,,,,,,14.8,,,,18.69728,-7.375578,9.955569,0.1784318,-0.1211206,0.1445564,-0.31226
0.926345,-1.040064,,,,,,,,15,,,,77.47445,5.623501,12.50779,-0.2789928,0.1896171,0.2664226,-0.37382
0.9381859,-1.075914,,,,,,,,15.2,,,,86.73618,-9.234915,16.67083,0.06956176,0.1622398,0.1597897,-0.44172
0.9487577,-1.120332,,,,,,,,15.4,,,,-11.74787,-11.27956,8.886798,0.1518002,0.1803493,0.04932174,-0.50273
0.95952,-1.167907,,,,,,,,15.6,,,,56.60611,44.43399,8.720161,0.0350472,0.07190535,0.007456851,-0.55589
0.9715559,-1.190154,,,,,,,,15.8,,,,53.22119,11.45578,8.758947,-0.390739,0.4545483,0.515375,-0.59766
0.9987776,-1.222547,,,,,,,,16,,,,6.522763,-3.168008,7.070557,-0.1814145,0.4264254,0.3781689,-0.62314
1.018546,-1.252874,,,,,,,,16.2,,,,-9.295249,0.6033388,19.41841,-0.2575809,0.2494849,0.4421913,-0.62673
1.035009,-1.255967,,,,,,,,16.4,,,,13.80018,10.02309,8.574594,-0.1229315,0.1219728,0.3995807,-0.60375
1.042239,-1.231253,,,,,,,,16.6,,,,-16.13309,-29.4664,14.99345,-0.000958738,-0.2167813,-0.127086,-0.55937
1.035693,-1.189083,,,,,,,,16.8,,,,6.776548,15.53454,12.99429,-0.3445065,0.1729989,-0.0684965,-0.48591
1.029579,-1.131289,,,,,,,,17,,,,-12.71513,2.449747,3.816836,0.4054396,-0.2944391,-0.8042747,-0.37604
1.02412,-1.089085,,,,,,,,17.2,,,,4.799896,-5.59477,4.816655,0.2345712,-0.1091896,-0.4040548,-0.22537
1.007016,-1.057777,,,,,,,,17.4,,,,84.79257,8.502768,16.98112,-0.2408563,0.1223989,0.04623248,-0.048175
0.975125,-1.01709,,,,,,,,17.6,,,,-9.866506,-34.32375,6.1689,0.01629855,-0.1680987,-0.1753425,0.146746
0.9370689,-0.9900408,,,,,,,,17.8,,,,44.74572,23.21322,12.61361,-0.2956109,0.3954262,0.2310559,0.364371
0.9040484,-0.9774672,,,,,,,,18,,,,74.81593,25.29283,13.40944,-0.2449043,0.1816276,0.1258077,0.619872
0.8685354,-0.9613631,,,,,,,,18.2,,,,-17.12142,20.70793,14.9652,0.4045874,-0.2718555,-0.4011786,0.911756
0.8314579,-0.9308451,,,,,,,,18.4,,,,45.01291,51.38005,3.825934,0.4351605,-0.1423193,-0.1714011,1.22249
0.8015819,-0.9086856,,,,,,,,18.6,,,,-32.66745,-3.627216,10.20744,0.1715076,0.110681,0.02183792,1.519546
0.7855043,-0.8958206,,,,,,,,18.8,,,,-40.83646,-35.79188,11.88147,-0.02695119,-0.01278317,-0.03994742,1.804425
0.7658657,-0.8848379,,,,,,,,19,,,,-36.717,1.736754,9.923009,-0.02716424,0.002343582,-0.02396845,2.08842
0.7564109,-0.8687484,,,,,,,,19.2,,,,77.61379,10.13418,14.13297,0.01640507,0.1799232,-0.4219512,2.365533
0.755488,-0.8565322,,,,,,,,19.4,,,,-36.75291,-9.048167,6.487808,0.2444782,0.1842908,-1.110219,2.586956
0.7504833,-0.8311478,,,,,,,,19.6,,,,3.211582,26.01396,9.436028,0.3809386,0.3018959,-0.6951916,2.763936
0.7534078,-0.6275197,,,,,,,,19.8,,,,51.15882,-13.06803,17.87271,-0.2762231,-0.2797385,-0.314253,2.993765
0.7724114,-0.2611025,,,,,,,,20,,,,-40.03728,-44.37557,6.275203,-0.04111921,0.2995524,-1.115971,3.160368
0.8390615,-0.1369736,,,,,,,,20.2,,,,-62.25739,15.39759,16.27483,0.07488809,0.03557983,-1.003479,3.14636
0.9158986,-0.008231948,,,,,,,,20.4,,,,-61.82021,0.9193735,12.81712,0.02332929,-0.262055,-0.9302954,3.114639
0.9767406,0.1433914,,,,,,,,20.6,,,,9.66635,14.12531,5.23181,-0.1689509,0.2265818,-0.5144162,3.080929
1.034792,0.3078694,,,,,,,,20.8,,,,-30.11188,-1.137246,4.88896,0.4442153,-0.4816061,-0.2330799,3.030091
1.096349,0.4810354,,,,,,,,21,,,,-26.85002,-21.27152,18.18875,-0.1391235,-0.07062703,0.02226403,2.986397
1.152153,0.6657714,,,,,,,,21.2,,,,-46.72716,1.882321,3.674142,-0.005965481,0.008735169,0.4578507,2.953325
1.180717,0.8700591,,,,,,,,21.4,,,,-5.338591,-11.75314,6.034346,0.1787514,0.1625594,0.145089,2.911437
1.201324,1.075564,,,,,,,,21.6,,,,9.462843,20.0864,9.9843,-0.4054396,0.3172357,0.5300756,2.87376
1.215382,1.272866,,,,,,,,21.8,,,,71.29214,52.80891,9.281841,-0.3440804,0.1714011,0.3053048,2.846804
1.230525,1.450899,,,,,,,,22,,,,67.73963,6.980535,12.05481,-0.02588593,0.3888215,0.05166532,2.824431
1.241196,1.612369,,,,,,,,22.2,,,,-10.16387,40.33512,-0.6038177,-0.6057094,0.3567571,0.3510046,2.808123
1.243775,1.774408,,,,,,,,22.4,,,,73.25826,19.95136,23.27451,-0.4055462,0.1584048,0.2871953,2.775793
1.251987,1.942186,,,,,,,,22.6,,,,40.77134,13.38359,22.34748,0.2512959,-0.04708469,0.1597897,2.750692
1.269431,2.097388,,,,,,,,22.8,,,,41.69455,7.704062,10.10784,-0.6396913,0.5407282,0.431006,2.734933
1.28308,2.253685,,,,,,,,23,,,,-57.81279,-28.04281,9.675927,-0.1919606,-0.2148638,0.1193096,2.732203
1.302006,2.402888,,,,,,,,23.2,,,,-3.52235,19.75791,6.54479,-0.06040049,0.2930543,0.2380866,2.737011
1.33145,2.55216,,,,,,,,23.4,,,,17.07784,-5.225585,19.81585,-0.4394216,0.4128965,0.2895389,2.750922
1.34207,2.709643,,,,,,,,23.6,,,,-37.29927,-8.541554,16.35671,-0.151161,-0.005752428,0.1946238,2.759461
1.348427,2.878793,,,,,,,,23.8,,,,20.60929,32.5305,10.16339,0.7866978,-0.3387541,-0.6026201,2.767719
1.33239,3.042378,,,,,,,,24,,,,74.91074,2.132755,18.10926,-0.6337258,-0.1537177,0.2185923,2.761186
1.330291,3.207318,,,,,,,,24.2,,,,-6.142085,12.84058,12.82143,0.02364887,0.2792058,0.5229383,2.745619
1.336778,3.391965,,,,,,,,24.4,,,,-59.58402,-16.23987,14.45044,0.3193663,-0.06956176,-0.1526524,2.747322
1.347367,3.584618,,,,,,,,24.6,,,,41.65097,29.89305,5.391263,0.1781122,0.108657,-0.3456783,2.752516
1.366262,3.782277,,,,,,,,24.8,,,,-57.15247,22.2814,15.2774,-0.07680557,-0.04708469,-0.03802994,2.760206
1.380496,3.976356,,,,,,,,25,,,,4.24492,57.53746,14.07503,-0.04037352,0.5466937,0.2228533,2.760664
1.396567,4.162113,,,,,,,,25.2,,,,47.11454,56.66501,-5.705383,0.2720685,0.271962,-0.2253034,2.746217
1.401242,4.33474,,,,,,,,25.4,,,,-10.68963,-43.21965,3.152206,0.3987285,-0.3856257,-0.4466654,2.728628
1.416256,4.502034,,,,,,,,25.6,,,,-25.01079,-27.0315,12.19223,-0.2685532,0.01267665,-0.03004046,2.709871
1.413691,4.662946,,,,,,,,25.8,,,,47.95586,-2.914222,25.25835,-0.4393151,0.06263755,0.5120726,2.689432
1.388981,4.821422,,,,,,,,26,,,,-66.51571,-14.54478,8.848969,0.1514806,-0.3276753,-0.2603506,2.674429
1.359772,4.978061,,,,,,,,26.2,,,,-13.90888,-21.32851,-3.516603,-0.1678857,0.4435761,0.2229598,2.661338
1.319158,5.120567,,,,,,,,26.4,,,,63.48274,42.19972,9.540415,-0.09768475,0.08543421,-0.1334776,2.650208
1.277505,5.264522,,,,,,,,26.6,,,,32.75603,22.27661,21.51813,-0.2847452,0.1453021,0.288154,2.638656
1.240602,5.424152,,,,,,,,26.8,,,,-38.28185,-14.14782,15.09784,0.2755839,-0.2321211,-0.2732403,2.635194
1.211879,5.598397,,,,,,,,27,,,,6.186617,-14.62283,16.27147,0.2629073,-0.2788862,-0.1039698,2.632922
1.175845,5.773732,,,,,,,,27.2,,,,-10.04607,22.94699,-0.3615245,0.08990832,-0.08042747,0.1963282,2.630177
1.143332,5.96518,,,,,,,,27.4,,,,19.67028,-2.901294,13.08958,0.4972654,0.1375256,-0.4308995,2.629539
1.119294,6.142863,,,,,,,,27.6,,,,-16.4654,-40.9442,-3.541503,-0.1359277,0.1449825,0.2987002,2.629659
1.08121,6.313545,,,,,,,,27.8,,,,-15.15242,-26.93285,20.80178,-0.01193096,-0.4263188,-0.3053048,2.636522
1.047698,6.491377,,,,,,,,28,,,,26.10637,10.28214,0.04070143,-0.3711381,0.4165184,0.4778776,2.630995
1.022889,6.679422,,,,,,,,28.2,,,,11.32362,-12.9555,14.15596,-0.05070659,0.2051699,0.1874865,2.625728
1.008814,6.879513,,,,,,,,28.4,,,,-17.85117,16.66987,-5.113057,0.7277887,-0.221362,-0.2507632,2.63471
1.006981,7.0806,,,,,,,,28.6,,,,-20.0864,-42.9697,14.46768,-0.02844256,0.2205097,-0.06732471,2.655132
1.007028,7.261046,,,,,,,,28.8,,,,14.82059,-4.667257,5.636909,-0.05773733,0.1389105,0.03057309,2.656872
1.001234,7.431662,,,,,,,,29,,,,-76.99753,-12.90523,13.67664,-0.2639725,0.1130246,0.5060006,2.638304
0.9920062,7.599065,,,,,,,,29.2,,,,23.28936,5.09965,11.7924,0.7160708,-0.4839496,-0.7941546,2.617888
0.9730337,7.782633,,,,,,,,29.4,,,,-43.60943,-28.68493,12.38377,0.4690359,-0.5466937,-0.3107376,2.600825
0.9694765,7.970422,,,,,,,,29.6,,,,-25.64286,12.49247,8.892544,-0.0237554,0.1765143,0.3311907,2.608015
0.9630179,8.154641,,,,,,,,29.8,,,,7.940609,-40.87956,10.51725,-0.3572897,0.01874865,0.2279666,2.612238
0.9379073,8.351068,,,,,,,,30,,,,35.27234,55.66663,0.03591302,0.1157942,0.1724663,0.01001349,2.621877
0.9062904,8.560096,,,,,,,,30.2,,,,5.777688,31.21369,6.316862,0.1333711,-0.002663161,-0.02652508,2.643675
0.8744998,8.768427,,,,,,,,30.4,,,,58.26385,4.274608,20.26309,-0.1089766,0.04442153,0.2854909,2.664437
0.8669651,8.982854,,,,,,,,30.6,,,,-75.14681,16.13453,3.839821,0.2359561,-0.1476457,-0.1695901,2.692512
0.8605768,9.185739,,,,,,,,30.8,,,,46.33929,9.813354,-1.533726,-0.01587244,0.1785383,-0.1647964,2.729895
0.8612656,9.377478,,,,,,,,31,,,,-7.493372,44.57812,8.026321,-0.4136422,0.2843191,0.4941762,2.761204
0.8838221,9.568196,,,,,,,,31.2,,,,2.582386,26.77484,14.47343,0.4959871,0.150948,-0.3422695,2.777041
0.9240427,9.767013,,,,,,,,31.4,,,,31.88263,5.793489,4.293761,-0.04303668,0.4343083,0.2324407,2.794041
0.9744363,9.963896,,,,,,,,31.6,,,,12.52503,25.90095,1.681208,-0.4495416,0.4950284,0.239791,2.803948
1.021463,10.16208,,,,,,,,31.8,,,,-46.88039,11.67939,1.857422,0.5127118,-0.1647964,-0.2343582,2.808171
1.07369,10.35228,,,,,,,,32,,,,44.97412,17.5495,17.99722,-0.03025351,0.2284992,0.4830974,2.807824
1.122653,10.52504,,,,,,,,32.2,,,,23.62646,7.409575,6.009446,-0.2218946,0.5512744,0.1055677,2.795393
1.155989,10.68564,,,,,,,,32.4,,,,-43.56633,-25.9,-0.5631163,0.4205664,-0.223599,-0.2871953,2.774247
1.18076,10.84982,,,,,,,,32.6,,,,63.39128,10.49235,19.89342,-0.3336408,-0.01012001,0.04154531,2.760322
1.212772,11.02514,,,,,,,,32.8,,,,-28.04616,-14.00129,2.283111,-0.1494566,0.06274407,0.2806972,2.743466
1.23048,11.20755,,,,,,,,33,,,,-18.98794,-28.50106,0.4299986,-0.2583266,0.179284,0.1192031,2.727077
1.225608,11.38962,,,,,,,,33.2,,,,53.56356,-16.77282,20.8444,-0.08458199,-0.2452239,-0.2665292,2.711891
1.204001,11.56878,,,,,,,,33.4,,,,68.42628,-9.214804,26.08387,-0.4939631,0.0551807,0.535615,2.698519
1.164401,11.7511,,,,,,,,33.6,,,,49.63659,14.10328,34.71784,-0.277821,0.3335343,0.3857323,2.687561
1.112738,11.92982,,,,,,,,33.8,,,,37.16423,-1.733881,13.93042,0.06785735,0.2576875,0.3530286,2.673402
1.042318,12.10491,,,,,,,,34,,,,-29.49417,-6.302018,19.04061,0.2607767,-0.3761449,-0.3764645,2.640348
0.9884111,12.27985,,,,,,,,34.2,,,,-47.9391,-31.38128,19.33653,-0.102798,0.09139969,0.2141182,2.60888
0.9667099,12.46851,,,,,,,,34.4,,,,-26.47269,-10.31662,6.941749,0.366664,-0.08532768,-0.4000068,2.592216
0.9619028,12.66391,,,,,,,,34.6,,,,-22.96806,-68.29317,0.2978387,0.1045024,0.03526025,0.004367584,2.59627
0.9750189,12.86657,,,,,,,,34.8,,,,-2.96881,31.10786,-12.53173,0.467438,-0.08085357,-0.3522829,2.604285
1.013313,13.07018,,,,,,,,35,,,,-63.39032,34.93906,7.218997,-0.2694054,0.3312972,0.1456216,2.60388
1.042398,13.28236,,,,,,,,35.2,,,,-7.052361,-6.188533,19.72391,0.08010788,-0.01203749,0.1979261,2.598718
1.071783,13.50237,,,,,,,,35.4,,,,26.19065,33.0735,5.782955,0.1793905,-0.1117462,-0.3523895,2.599024
1.091725,13.71223,,,,,,,,35.6,,,,3.900155,18.60582,8.247067,-0.670584,0.2460761,0.1636246,2.600133
1.100715,13.91857,,,,,,,,35.8,,,,63.95535,1.68887,13.49564,-0.213479,0.1429585,0.6370282,2.601577
1.102594,14.13288,,,,,,,,36,,,,45.15369,-6.029558,21.25285,-0.4789429,0.5066398,0.3032808,2.613754
1.099393,14.35036,,,,,,,,36.2,,,,52.23717,20.3488,11.02338,-0.4236557,0.3559048,0.5456284,2.630112
1.080816,14.56174,,,,,,,,36.4,,,,-20.90665,-4.246356,2.990358,0.3851996,-0.09715211,-0.3092463,2.652848
1.077419,14.77583,,,,,,,,36.6,,,,15.01643,26.78346,12.33876,-0.08447547,0.09715211,0.02162487,2.678451
1.092501,14.99317,,,,,,,,36.8,,,,-43.42986,-8.754159,-0.4860229,0.09555422,0.03249057,0.2223207,2.701608
1.106184,15.20878,,,,,,,,37,,,,-19.49838,-31.33914,13.12023,0.1976065,-0.1481783,0.09981528,2.721612
1.108943,15.42014,,,,,,,,37.2,,,,-24.70816,-37.9481,9.483912,-0.2904976,-0.02652508,-0.03696468,2.741262
1.123121,15.61445,,,,,,,,37.4,,,,70.41874,2.301307,17.26986,-0.2429868,-0.01395496,0.447198,2.762193
1.150668,15.78178,,,,,,,,37.6,,,,17.29045,-6.156929,-2.27928,-0.1917476,0.01960087,-0.04814995,2.769459
1.156688,15.96259,,,,,,,,37.8,,,,-13.16667,-3.825934,16.53484,0.1771535,-0.1802427,-0.2516155,2.790899
1.154461,16.16352,,,,,,,,38,,,,45.42088,1.035732,8.682812,-0.4564658,0.3511112,0.3245861,2.812472
1.162656,16.37527,,,,,,,,38.2,,,,-8.384495,-33.36943,9.961316,0.2545982,-0.0556068,-0.05400891,2.830322
1.166659,16.59758,,,,,,,,38.4,,,,24.45725,-23.46797,10.738,-0.3898868,0.1895105,0.7069095,2.847218
1.169683,16.81942,,,,,,,,38.6,,,,38.5342,4.605965,13.63306,-0.3801929,0.5134575,0.2493784,2.861628
1.164704,17.03235,,,,,,,,38.8,,,,-63.70588,-5.647443,16.95669,0.2482066,-0.1467934,-0.07872304,2.867999
1.153191,17.23607,,,,,,,,39,,,,-54.25692,-14.09898,8.474996,-0.287941,0.2260491,0.1022654,2.872986
1.141509,17.42292,,,,,,,,39.2,,,,2.021185,1.672589,-6.324523,-0.6280799,0.03281014,0.1596831,2.865405
1.13934,17.58986,,,,,,,,39.4,,,,90.27386,-1.777455,22.30055,-0.1822667,0.2290319,0.1643703,2.831963
1.135313,17.76309,,,,,,,,39.6,,,,58.31222,44.92815,8.241322,0.1736381,-0.0112918,-0.001917476,2.803788
1.13063,17.92954,,,,,,,,39.8,,,,53.80873,20.79508,24.52668,-0.7061638,0.2936934,0.5167598,2.793217
1.128401,18.07962,,,,,,,,40,,,,13.20354,30.52081,-1.695095,-0.6464025,0.4690359,0.2379801,2.776004
1.152942,18.24892,,,,,,,,40.2,,,,-25.14726,-7.04039,0.4735731,0.04921522,0.2279666,-0.03419499,2.750374
1.189928,18.45921,,,,,,,,40.4,,,,30.98289,37.84802,1.230141,0.3168097,0.003834952,0.1703358,2.74571
1.213974,18.68094,,,,,,,,40.6,,,,0.7005434,-21.46881,1.547612,-0.348235,0.2637595,0.2459696,2.764144
1.217005,18.88846,,,,,,,,40.8,,,,-11.87572,26.75042,-10.86154,0.7596401,-0.4718056,-0.743235,2.792954
1.209366,19.07466,,,,,,,,41,,,,87.21072,-1.880885,19.12919,-0.05709817,0.01033306,0.07850999,2.825057
1.193969,19.24168,,,,,,,,41.2,,,,16.45152,25.30097,12.85782,-0.2880475,-0.05454154,0.01225054,2.84047
1.190679,19.41068,,,,,,,,41.4,,,,40.10288,32.23266,0.5382165,0.1600027,0.3062635,0.1751295,2.842687
1.18883,19.59074,,,,,,,,41.6,,,,-55.82991,1.599806,9.511206,0.2365952,-0.2862366,-0.328208,2.84927
1.185865,19.7706,,,,,,,,41.8,,,,-22.54763,30.59838,-9.492531,0.6270146,-0.2978479,-0.3044526,2.842635
1.187053,19.95908,,,,,,,,42,,,,-8.495585,13.79826,1.133415,-0.1470065,0.3274623,-0.1516937,2.8271
1.194218,20.14962,,,,,,,,42.2,,,,-48.13591,-20.63036,14.62618,-0.1114267,-0.2740926,-0.2216815,2.810734
1.197946,20.34705,,,,,,,,42.4,,,,51.73774,2.747107,4.95073,-0.1412541,0.3390737,-0.08181231,2.794707
1.190848,20.5458,,,,,,,,42.6,,,,-64.10044,-33.60214,22.57158,0.1641573,-0.2536395,-0.08958874,2.773152
1.173949,20.75066,,,,,,,,42.8,,,,-8.059361,22.62856,12.76445,0.02066613,0.09502159,0.2481001,2.753082
1.164364,20.97216,,,,,,,,43,,,,-75.48104,-30.41785,20.8918,0.4839496,-0.1283644,-0.4011786,2.734874
1.14553,21.19509,,,,,,,,43.2,,,,-58.89976,-9.375694,16.65311,-0.1292166,0.0092678,-0.008948221,2.717409
1.1158,21.40783,,,,,,,,43.4,,,,-19.00422,-30.72479,-2.98126,0.4098072,0.5019526,-0.6139119,2.709187
1.064055,21.60174,,,,,,,,43.6,,,,-8.783368,18.03456,-5.73938,0.7686948,0.2351039,-1.345429,2.707154
0.9790496,21.7471,,,,,,,,43.8,,,,22.86798,4.197036,9.035238,-0.2808037,-0.0741424,-0.7527158,2.705821
0.8375494,21.84883,,,,,,,,44,,,,8.479305,-11.91977,12.49965,-0.1415736,-0.1155812,-0.4494351,2.685985
0.6465569,21.92425,,,,,,,,44.2,,,,-46.99578,-25.97374,6.78421,0.2064482,-0.4624313,-0.7396131,2.672727
0.4476251,21.96788,,,,,,,,44.4,,,,-69.75459,-21.53728,12.90283,0.2339321,-0.1761947,-1.096583,2.672467
0.2395107,21.97955,,,,,,,,44.6,,,,44.20079,14.91396,5.837064,0.1352886,-0.05581986,-1.166891,2.672229
0.03083025,21.95851,,,,,,,,44.8,,,,7.83718,-3.174233,2.183033,-0.4734035,-0.09086706,-0.7030745,2.680071
-0.1809225,21.93047,,,,,,,,45,,,,38.31441,2.315193,4.967011,-0.05209143,-0.1340103,-0.9893111,2.689579
-0.3795059,21.90318,,,,,,,,45.2,,,,-19.75312,3.786191,5.468835,0.1689509,-0.01278317,-0.08852348,2.703208
-0.5712885,21.87929,,,,,,,,45.4,,,,-76.22516,-8.41514,13.27537,0.5069593,-0.09374327,-0.4426174,2.724324
-0.738542,21.8728,,,,,,,,45.6,,,,17.03379,-14.14303,15.66239,-0.3776363,0.07265104,-0.1582983,2.742317
-0.8859476,21.88374,,,,,,,,45.8,,,,5.885906,2.319982,13.65844,0.02716424,-0.2547047,-0.1700162,2.758722
-1.024809,21.90664,,,,,,,,46,,,,91.28421,-10.40424,13.47361,-0.1440237,0.02066613,0.459342,2.772336
-1.157716,21.9424,,,,,,,,46.2,,,,-62.03616,18.20647,15.54699,0.3333212,-0.4144944,-0.4743623,2.784101
-1.294667,21.985,,,,,,,,46.4,,,,-45.55591,-7.416279,7.294175,-0.1008805,0.09129316,-0.05177185,2.794775
-1.428335,22.03058,,,,,,,,46.6,,,,-32.26474,13.32182,11.22067,-0.009054747,-0.09161274,0.5723666,2.802679
-1.569703,22.07039,,,,,,,,46.8,,,,-13.65796,15.0806,4.395754,-0.1975,0.2811233,0.5809952,2.801355
-1.71379,22.10369,,,,,,,,47,,,,-12.17068,-12.88703,9.1832,-0.007243798,0.1219728,0.4399542,2.796828
-1.85448,22.14568,,,,,,,,47.2,,,,44.20846,11.38587,2.748544,-0.3195793,0.3481284,0.08564726,2.790971
-2.007292,22.18712,,,,,,,,47.4,,,,-18.16337,14.32738,11.81108,0.1383778,-0.02790993,0.04559332,2.788216
-2.175366,22.21809,,,,,,,,47.6,,,,-10.51198,19.02576,2.588611,0.1806688,0.09321064,0.07904262,2.779335
-2.360498,22.24899,,,,,,,,47.8,,,,-0.02681506,-24.20586,13.95197,-0.06466155,0.1376322,-0.203572,2.770737
-2.555902,22.27153,,,,,,,,48,,,,-45.29877,24.62053,12.1046,0.3875432,-0.2984871,-0.3651727,2.764093
-2.75582,22.28439,,,,,,,,48.2,,,,-11.68466,-1.685997,12.53125,-0.3710316,0.1209075,0.2745186,2.758024
-2.950199,22.28811,,,,,,,,48.4,,,,28.1946,-32.74166,0.8647857,0.09885654,0.131134,-0.03568636,2.751057
